"Vendor	Name",,
"3448	Japan Distributor Corp.",,
"3450	MARX Datentechnik GmbH",,
"3451	Wellco Technology Co.", Ltd,
"3452	Taiwan Line Tek Electronic Co.", Ltd,
"3453	Phison Electronics Corp.",,
"3454	American Computer & Digital Components",,
"3455	Essential Reality LLC",,
"3456	H.R. Silvine Electronics", Inc.,
"3457	TechnoVision",,
"3459	Think Outside", Inc.,
"3463	Dolby Laboratories Inc.",,
"3465	Oz Software",,
"3466	King Jim Co.", Ltd,
"3467	Ascom Telecommunications", Ltd,
"3468	C-Media Electronics", Inc.,
"3469	Promotion & Display Technology", Ltd,
"3470	Global Sun Technology", Inc.,
"3471	Pitney Bowes",,
"3472	Sure-Fire Electrical Corp.",,
"3478	Skanhex Technology", Inc.,
"3479	Santa Barbara Instrument Group",,
"3480	Mars Semiconductor Corp.",,
"3481	Trazer Technologies", Inc.,
"3482	RTX Telecom AS",,
"3483	Tat Shing Electrical Co.",,
"3484	Chee Chen Hi-Technology Co.", Ltd,
"3485	Sanwa Supply", Inc.,
"3486	Avaya",,
"3487	Powercom Co.", Ltd,
"3488	Danger Research",,
"3489	Suzhou Peter's Precise Industrial Co.", Ltd,
"3490	Land Instruments International", Ltd,
"3491	Nippon Electro-Sensory Devices Corp.",,
"3492	Polar Electro OY",,
"3495	IOGear", Inc.,
"3496	softDSP Co.", Ltd,
"3499	Cubig Group",,
"3501	Westover Scientific",,
"3504	Micro Star International",,
"3505	Wen Te Electronics Co.", Ltd,
"3506	Shian Hwi Plug Parts", Plastic Factory,
"3507	Tekram Technology Co.", Ltd,
"3508	Chung Fu Chen Yeh Enterprise Corp.",,
"3511	ELCON Systemtechnik",,
"3516	A&D Medical",,
"3518	Jiuh Shiuh Precision Industry Co.", Ltd,
"3519	Jess-Link International",,
"3520	G7 Solutions (formerly Great Notions)",,
"3521	Tamagawa Seiki Co.", Ltd,
"3523	Athena Smartcard Solutions", Inc.,
"3524	Macpower Peripherals", Ltd,
"3525	SDK Co.", Ltd,
"3526	Precision Squared Technology Corp.",,
"3527	First Cable Line", Inc.,
"3533	NetworkFab Corp.",,
"3536	Access Solutions",,
"3537	Contek Electronics Co.", Ltd,
"3538	Power Quotient International Co.", Ltd,
"3539	MediaQ",,
"3540	Custom Engineering SPA",,
"3541	California Micro Devices",,
"3543	Kocom Co.", Ltd,
"3544	Netac Technology Co.", Ltd,
"3545	HighSpeed Surfing",,
"3546	Integrated Circuit Solution", Inc.,
"3547	Tamarack", Inc.,
"3549	Datelink Technology Co.", Ltd,
"3550	Ubicom", Inc.,
"3552	BD Consumer Healthcare",,
"3562	UTECH Electronic (D.G.) Co.", Ltd.,
"3565	Novasonics",,
"3566	Lifetime Memory Products",,
"3567	Full Rise Electronic Co.", Ltd,
"3572	NET&SYS",,
"3574	Sitecom Europe B.V.",,
"3575	Mobile Action Technology", Inc.,
"3578	Toyo Communication Equipment Co.", Ltd,
"3580	GeneralTouch Technology Co.", Ltd,
"3587	Nippon Systemware Co.", Ltd,
"3592	Winbest Technology Co.", Ltd,
"3595	Amigo Technology Inc.",,
"3596	Gesytec",,
"3599	VMware", Inc.,
"3606	JMTek", LLC,
"3607	Walex Electronic", Ltd,
"3611	Crewave",,
"3616	Pegasus Technologies Ltd.",,
"3617	Cowon Systems", Inc.,
"3618	Symbian Ltd.",,
"3619	Liou Yuane Enterprise Co.", Ltd,
"3621	VinChip Systems", Inc.,
"3622	J-Phone East Co.", Ltd,
"3632	HeartMath LLC",,
"3636	Micro Computer Control Corp.",,
"3637	3Pea Technologies", Inc.,
"3638	TiePie engineering",,
"3640	Stratitec", Inc.,
"3641	Smart Modular Technologies", Inc.,
"3642	Neostar Technology Co.", Ltd,
"3643	Mansella", Ltd,
"3649	Line6", Inc.,
"3652	Sun-Riseful Technology Co.", Ltd.,
"3656	Julia Corp.", Ltd,
"3658	Shenzhen Bao Hing Electric Wire & Cable Mfr. Co.",,
"3660	Radica Games", Ltd,
"3669	Speed Dragon Multimedia", Ltd,
"3670	Kingston Technology Company", Inc.,
"3674	Active Co.", Ltd,
"3675	Union Power Information Industrial Co.", Ltd,
"3676	Bitland Information Technology Co.", Ltd,
"3677	Neltron Industrial Co.", Ltd,
"3678	Conwise Technology Co.", Ltd.,
"3686	Hawking Technologies",,
"3687	Fossil", Inc.,
"3690	Megawin Technology Co.", Ltd,
"3695	Logic3",,
"3696	Tokyo Electronic Industry Co.", Ltd,
"3698	Hsi-Chin Electronics Co.", Ltd,
"3701	TVS Electronics", Ltd,
"3705	Archos", Inc.,
"3707	On-Tech Industry Co.", Ltd,
"3710	Gmate", Inc.,
"3714	Ching Tai Electric Wire & Cable Co.", Ltd,
"3715	Shin An Wire & Cable Co.",,
"3724	Well Force Electronic Co.", Ltd,
"3725	MediaTek Inc.",,
"3727	GreenAsia Inc.",,
"3728	WiebeTech", LLC,
"3729	VTech Engineering Canada", Ltd,
"3730	C's Glory Enterprise Co.", Ltd,
"3731	eM Technics Co.", Ltd,
"3733	Future Technology Co.", Ltd,
"3734	Aplux Communications", Ltd,
"3735	Fingerworks", Inc.,
"3736	Advanced Analogic Technologies", Inc.,
"3737	Parallel Dice Co.", Ltd,
"3738	TA HSING Industries", Ltd,
"3739	ADTEC Corp.",,
"3740	Streamzap", Inc.,
"3743	Tamura Corp.",,
"3744	Ours Technology", Inc.,
"3750	Nihon Computer Co.", Ltd,
"3751	MSL Enterprises Corp.",,
"3752	CenDyne", Inc.,
"3757	Humax Co.", Ltd,
"3760	NovaTech",,
"3761	WIS Technologies", Inc.,
"3762	Y-S Electronic Co.", Ltd,
"3763	Saint Technology Corp.",,
"3767	Endor AG",,
"3774	VWeb Corp.",,
"3775	Omega Technology of Taiwan", Inc.,
"3776	LHI Technology (China) Co.", Ltd,
"3777	Abit Computer Corp.",,
"3778	Sweetray Industrial", Ltd,
"3779	Axell Co.", Ltd,
"3780	Ballracing Developments", Ltd,
"3781	GT Information System Co.", Ltd,
"3782	InnoVISION Multimedia", Ltd,
"3783	Theta Link Corp.",,
"3789	Lite-On IT Corp.",,
"3790	TaiSol Electronics Co.", Ltd,
"3791	Phogenix Imaging", LLC,
"3793	WinMaxGroup",,
"3794	Kyoto Micro Computer Co.", Ltd,
"3795	Wing-Tech Enterprise Co.", Ltd,
"3797	Fiberbyte",,
"3802	Noriake Itron Corp.",,
"3807	e-MDT Co.", Ltd,
"3808	Shima Seiki Mfg.", Ltd,
"3809	Sarotech Co.", Ltd,
"3810	AMI Semiconductor", Inc.,
"3811	ComTrue Technology Corp.",,
"3812	Sunrich Technology", Ltd,
"3822	Digital Stream Technology", Inc.,
"3823	D-WAV Scientific Co.", Ltd,
"3824	Hitachi Cable", Ltd,
"3825	Aichi Micro Intelligent Corp.",,
"3826	I/O Magic Corp.",,
"3827	Lynn Products", Inc.,
"3828	DSI Datotech",,
"3829	PointChips",,
"3830	Yield Microelectronics Corp.",,
"3831	SM Tech Co.", Ltd (Tulip),
"3837	Oasis Semiconductor",,
"3838	Wem Technology", Inc.,
"3846	Visual Frontier Enterprise Co.", Ltd,
"3848	CSL Wire & Plug (Shen Zhen) Co.",,
"3852	CAS Corp.",,
"3853	Hori Co.", Ltd,
"3854	Energy Full Corp.",,
"3857	LD Didactic GmbH",,
"3858	Mars Engineering Corp.",,
"3859	Acetek Technology Co.", Ltd,
"3864	Finger Lakes Instrumentation",,
"3865	Oracom Co.", Ltd,
"3867	Onset Computer Corp.",,
"3868	Funai Electric Co.", Ltd,
"3869	Iwill Corp.",,
"3873	IOI Technology Corp.",,
"3874	Senior Industries", Inc.,
"3875	Leader Tech Manufacturer Co.", Ltd,
"3876	Flex-P Industries", Snd., Bhd.
"3885	ViPower", Inc.,
"3886	Geniality Maple Technology Co.", Ltd,
"3887	Priva Design Services",,
"3888	Jess Technology Co.", Ltd,
"3889	Chrysalis Development",,
"3890	YFC-BonEagle Electric Co.", Ltd,
"3895	Kokuyo Co.", Ltd,
"3896	Nien-Yi Industrial Corp.",,
"3901	Airprime", Incorporated,
"3905	RDC Semiconductor Co.", Ltd,
"3906	Nital Consulting Services", Inc.,
"3908	Polhemus",,
"3915	St. John Technology Co.", Ltd,
"3916	WorldWide Cable Opto Corp.",,
"3917	Microtune", Inc.,
"3918	Freedom Scientific",,
"3922	Wing Key Electrical Co.", Ltd,
"3923	Dongguan White Horse Cable Factory", Ltd,
"3924	Kawai Musical Instruments Mfg. Co.", Ltd,
"3925	AmbiCom", Inc.,
"3932	Prairiecomm", Inc.,
"3933	NewAge International", LLC,
"3935	Key Technology Corp.",,
"3936	NTK", Ltd,
"3937	Varian", Inc.,
"3938	Acrox Technologies Co.", Ltd,
"3939	LeapFrog Enterprises",,
"3944	Kobe Steel", Ltd,
"3945	Dionex Corp.",,
"3946	Vibren Technologies", Inc.,
"3950	INTELLIGENT SYSTEMS",,
"3955	DFI",,
"3964	DQ Technology", Inc.,
"3965	NetBotz", Inc.,
"3966	Fluke Corp.",,
"3976	VTech Holdings", Ltd,
"3979	Yazaki Corp.",,
"3980	Young Generation International Corp.",,
"3981	Uniwill Computer Corp.",,
"3982	Kingnet Technology Co.", Ltd,
"3983	Soma Networks",,
"3991	CviLux Corp.",,
"3992	CyberBank Corp.",,
"3996	Hyun Won", Inc.,
"3998	Lucent Technologies",,
"4003	Starconn Electronic Co.", Ltd,
"4004	ATL Technology",,
"4005	Sotec Co.", Ltd,
"4007	Epox Computer Co.", Ltd,
"4008	Logic Controls", Inc.,
"4015	Winpoint Electronic Corp.",,
"4016	Haurtian Wire & Cable Co.", Ltd,
"4017	Inclose Design", Inc.,
"4018	Juan-Chern Industrial Co.", Ltd,
"4024	Wistron Corp.",,
"4025	AACom Corp.",,
"4026	San Shing Electronics Co.", Ltd,
"4027	Bitwise Systems", Inc.,
"4033	Mitac Internatinal Corp.",,
"4034	Plug and Jack Industrial", Inc.,
"4037	Delcom Engineering",,
"4038	Dataplus Supplies", Inc.,
"4042	Research In Motion", Ltd.,
"4046	Sony Ericsson Mobile Communications AB",,
"4047	Dynastream Innovations", Inc.,
"4048	Tulip Computers B.V.",,
"4049	Giant Electronics Ltd.",,
"4052	Tenovis GmbH & Co.", KG,
"4053	Direct Access Technology", Inc.,
"4057	Elgato Systems GmbH",,
"4060	Micro Plus",,
"4068	IN-Tech Electronics", Ltd,
"4069	Greenconn (U.S.A.)", Inc.,
"4070	Kontron (Industrial Computer Source / ICS Advent)",,
"4073	DVICO",,
"4074	United Computer Accessories",,
"4075	CRS Electronic Co.", Ltd,
"4076	UMC Electronics Co.", Ltd,
"4077	Access Co.", Ltd,
"4078	Xsido Corp.",,
"4079	MJ Research", Inc.,
"4086	Core Valley Co.", Ltd,
"4087	CHI SHING Computer Accessories Co.", Ltd,
"4095	Aopen", Inc.,
"4096	Speed Tech Corp.",,
"4097	Ritronics Components (S) Pte.", Ltd,
"4099	Sigma Corp.",,
"4100	LG Electronics", Inc.,
"4101	Apacer Technology", Inc.,
"4102	iRiver", Ltd.,
"4105	Emuzed", Inc.,
"4106	AV Chaseway", Ltd,
"4107	Chou Chin Industrial Co.", Ltd,
"4109	Netopia", Inc.,
"4112	Fukuda Denshi Co.", Ltd,
"4113	Mobile Media Tech.",,
"4114	SDKM Fibres", Wires & Cables Berhad,
"4115	TST-Touchless Sensor Technology AG",,
"4116	Densitron Technologies PLC",,
"4117	Softronics Pty.", Ltd,
"4118	Xiamen Hung's Enterprise Co.", Ltd,
"4119	Speedy Industrial Supplies", Pte., Ltd
"4121	Elitegroup Computer Systems (ECS)",,
"4128	Labtec",,
"4130	Shinko Shoji Co.", Ltd,
"4133	Hyper-Paltek",,
"4134	Newly Corp.",,
"4135	Time Domain",,
"4136	Inovys Corp.",,
"4137	Atlantic Coast Telesys",,
"4138	Ramos Technology Co.", Ltd,
"4139	Infotronic America", Inc.,
"4140	Etoms Electronics Corp.",,
"4141	Winic Corp.",,
"4145	Comax Technology", Inc.,
"4146	C-One Technology Corp.",,
"4147	Nucam Corp.",,
"4152	Ideazon", Inc.,
"4153	devolo AG",,
"4157	Stanton",,
"4163	iCreate Technologies Corp.",,
"4164	Chu Yuen Enterprise Co.", Ltd,
"4166	Winbond Electronics Corp. [hex]",,
"4168	Targus Group International",,
"4171	Mylex / Buslogic",,
"4172	AMCO TEC International", Inc.,
"4173	Newport Corporation",,
"4175	WB Electronics",,
"4176	Yubico.com",,
"4179	Immanuel Electronics Co.", Ltd,
"4180	BMS International Beheer N.V.",,
"4181	Complex Micro Interconnection Co.", Ltd,
"4182	Hsin Chen Ent Co.", Ltd,
"4183	ON Semiconductor",,
"4184	Western Digital Technologies", Inc.,
"4185	Giesecke & Devrient GmbH",,
"4188	Hong Ji Electric Wire & Cable (Dongguan) Co.", Ltd,
"4189	Delkin Devices", Inc.,
"4190	Valence Semiconductor Design", Ltd,
"4191	Chin Shong Enterprise Co.", Ltd,
"4192	Easthome Industrial Co.", Ltd,
"4195	Motorola Electronics Taiwan", Ltd [hex],
"4197	CCYU Technology",,
"4202	Loyal Legend", Ltd,
"4204	Curitel Communications", Inc.,
"4205	San Chieh Manufacturing", Ltd,
"4206	ConectL",,
"4207	Money Controls",,
"4214	GCT Semiconductor", Inc.,
"4219	Gateway", Inc.,
"4221	Arlec Australia", Ltd,
"4222	Midoriya Electric Co.", Ltd,
"4223	KidzMouse", Inc.,
"4226	Shin-Etsukaken Co.", Ltd,
"4227	Canon Electronics", Inc.,
"4228	Pantech Co.", Ltd,
"4234	Chloride Power Protection",,
"4235	Grand-tek Technology Co.", Ltd,
"4236	Robert Bosch GmbH",,
"4238	Lotes Co.", Ltd.,
"4249	Surface Optics Corp.",,
"4250	DATASOFT Systems GmbH",,
"4255	eSOL Co.", Ltd,
"4256	Hirotech", Inc.,
"4259	Mitsubishi Materials Corp.",,
"4265	SK Teletech Co.", Ltd,
"4266	Cables To Go",,
"4267	USI Co.", Ltd,
"4268	Honeywell", Inc.,
"4270	Princeton Technology Corp.",,
"4271	Liebert Corp.",,
"4277	Comodo (PLX?)",,
"4280	DiBcom",,
"4283	TM Technology", Inc.,
"4284	Dinging Technology Co.", Ltd,
"4285	TMT Technology", Inc.,
"4287	SmartHome",,
"4292	Cygnal Integrated Products", Inc.,
"4293	Sanei Electric", Inc.,
"4294	Intec", Inc.,
"4299	Eratech",,
"4300	GBM Connector Co.", Ltd,
"4301	Kycon", Inc.,
"4302	Silicon Labs",,
"4303	Velleman Components", Inc.,
"4305	Hottinger Baldwin Measurement",,
"4308	Man Boon Manufactory", Ltd,
"4309	Uni Class Technology Co.", Ltd,
"4310	Actions Semiconductor Co.", Ltd,
"4318	Authenex", Inc.,
"4319	In-Win Development", Inc.,
"4320	Post-Op Video", Inc.,
"4321	CablePlus", Ltd,
"4322	Nada Electronics", Ltd,
"4332	Vast Technologies", Inc.,
"4336	Nexio Co.", Ltd,
"4337	Importek",,
"4341	Turtle Beach",,
"4347	Pictos Technologies", Inc.,
"4349	Anubis Electronics", Ltd,
"4352	VirTouch", Ltd,
"4353	EasyPass Industrial Co.", Ltd,
"4360	Brightcom Technologies", Ltd,
"4362	Moxa Technologies Co.", Ltd.,
"4368	Analog Devices Canada", Ltd (Allied Telesyn),
"4369	Pandora International Ltd.",,
"4370	YM ELECTRIC CO.", Ltd,
"4371	Medion AG",,
"4382	VSO Electric Co.", Ltd,
"4394	RedRat",,
"4398	Master Hill Electric Wire and Cable Co.", Ltd,
"4399	Cellon International", Inc.,
"4400	Tenx Technology", Inc.,
"4401	Integrated System Solution Corp.",,
"4402	Toshiba Corp.", Digital Media Equipment [hex],
"4406	CTS Electronincs",,
"4412	Arin Tech Co.", Ltd,
"4413	Mapower Electronics Co.", Ltd,
"4417	V One Multimedia", Pte., Ltd
"4418	CyberScan Technologies", Inc.,
"4421	Japan Radio Company",,
"4422	Shimane SANYO Electric Co.", Ltd.,
"4423	Ever Great Electric Wire and Cable Co.", Ltd,
"4427	Sphairon Access Systems GmbH",,
"4428	Tinius Olsen Testing Machine Co.", Inc.,
"4429	Alpha Imaging Technology Corp.",,
"4431	Wavecom",,
"4443	Salix Technology Co.", Ltd.,
"4450	Secugen Corp.",,
"4451	DeLorme Publishing", Inc.,
"4452	YUAN High-Tech Development Co.", Ltd,
"4453	Telson Electronics Co.", Ltd,
"4454	Bantam Interactive Technologies",,
"4455	Salient Systems Corp.",,
"4456	BizConn International Corp.",,
"4462	Gigastorage Corp.",,
"4463	Silicon 10 Technology Corp.",,
"4469	Shengyih Steel Mold Co.", Ltd,
"4477	Santa Electronic", Inc.,
"4478	JNC", Inc.,
"4482	Venture Corp.", Ltd,
"4483	Compaq Computer Corp. [hex] (Digital Dream ??)",,
"4484	Kyocera Elco Corp.",,
"4488	Bloomberg L.P.",,
"4489	Acer Communications & Multimedia",,
"4495	You Yang Technology Co.", Ltd,
"4496	Tripace",,
"4497	Loyalty Founder Enterprise Co.", Ltd,
"4502	Yankee Robotics", LLC,
"4503	Technoimagia Co.", Ltd,
"4504	StarShine Technology Corp.",,
"4505	Sierra Wireless", Inc.,
"4506	ZHAN QI Technology Co.", Ltd,
"4507	ruwido austria GmbH",,
"4512	Chipcon AS",,
"4515	Technovas Co.", Ltd,
"4522	GlobalMedia Group", LLC,
"4523	Exito Electronics Co.", Ltd,
"4528	ATECH FLASH TECHNOLOGY",,
"4549	Inmax",,
"4571	Topfield Co.", Ltd.,
"4582	K.I. Technology Co. Ltd.",,
"4597	Siemens AG",,
"4598	Prolific",,
"4599	Alcatel (?)",,
"4611	TSC Auto ID Technology Co.", Ltd,
"4617	InterBiometrics",,
"4622	Hudson Soft Co.", Ltd,
"4623	Magellan",,
"4624	DigiTech",,
"4638	Jungsoft Co.", Ltd,
"4643	SKYCABLE ENTERPRISE. CO.", LTD.,
"4656	Chipidea-Microelectronica", S.A.,
"4659	Denver Electronics",,
"4660	Unknown",,
"4661	Novation EMS",,
"4673	Belkin",,
"4682	AirVast",,
"4683	Nyko (Honey Bee)",,
"4684	MXI - Memory Experts International", Inc.,
"4700	Apogee Inc.",,
"4703	A-DATA Technology Co.", Ltd.,
"4704	Standard Microsystems Corp.",,
"4708	Covidien Energy-based Devices",,
"4710	Pirelli Broadband Solutions",,
"4711	Logic3 / SpectraVideo plc",,
"4716	Aristocrat Technologies",,
"4717	Bel Stewart",,
"4718	Strobe Data", Inc.,
"4719	TwinMOS",,
"4724	Ensoniq",,
"4725	Xaxero Marine Software Engineering", Ltd.,
"4728	Starlight Xpress",,
"4739	zebris Medical GmbH",,
"4742	Marvell Semiconductor", Inc.,
"4753	Qualcomm Flarion Technologies", Inc. / Leadtek Research, Inc.
"4754	Innomedia",,
"4755	Belkin Components [hex]",,
"4756	RISO KAGAKU CORP.",,
"4763	CyberTAN Technology",,
"4775	Trendchip Technologies Corp.",,
"4779	Honey Bee Electronic International Ltd.",,
"4792	Zhejiang Xinya Electronic Technology Co.", Ltd.,
"4794	Licensed by Sony Computer Entertainment America",,
"4804	Autocue Group Ltd",,
"4817	Huawei Technologies Co.", Ltd.,
"4818	LINE TECH INDUSTRIAL CO.", LTD.,
"4822	EMS Dr. Thomas Wuensche",,
"4823	BETTER WIRE FACTORY CO.", LTD.,
"4838	Waldorf Music GmbH",,
"4847	Tapwave", Inc.,
"4853	Dynamic System Electronics Corp.",,
"4855	Memorex Products", Inc.,
"4861	AIN Comm. Technology Co.", Ltd,
"4863	Fascinating Electronics", Inc.,
"4871	Transcend Information", Inc.,
"4872	Shuttle", Inc.,
"4880	Roper",,
"4882	ICS Electronics",,
"4893	Natural Point",,
"4906	Envara Inc.",,
"4907	Konica Minolta",,
"4930	Mobility",,
"4933	Sino Lite Technology Corp.",,
"4935	Moravian Instruments",,
"4936	Katsuragawa Electric Co.", Ltd.,
"4940	PanJit International Inc.",,
"4942	Digby's Bitpile", Inc. DBA D Bit,
"4951	P&E Microcomputer Systems",,
"4966	SEGGER",,
"4971	STEC",,
"4976	Swissbit",,
"4977	CNet Technology Inc.",,
"4982	Vimtron Electronics Co.", Ltd.,
"4987	SCAPS GmbH",,
"4997	Netgear", Inc,
"5002	Validity Sensors", Inc.,
"5006	Jungo LTD",,
"5008	TOMTOM B.V.",,
"5009	IdealTEK", Inc.,
"5013	Sennheiser Communications",,
"5015	BEHRINGER International GmbH",,
"5016	Q-tec",,
"5037	Baltech",,
"5040	PerkinElmer Optoelectronics",,
"5041	Linksys",,
"5042	Alesis",,
"5043	Nippon Dics Co.", Ltd.,
"5050	Unknown",,
"5054	Ricoh Printing Systems", Ltd.,
"5066	JyeTai Precision Industrial Co.", Ltd.,
"5071	Wisair Ltd.",,
"5072	Techsan Electronics Co.", Ltd.,
"5073	A-Max Technology Macao Commercial Offshore Co. Ltd.",,
"5074	Shark Multimedia",,
"5075	IMC Networks",,
"5084	ALEREON", INC.,
"5085	i.Tech Dynamic Limited",,
"5089	Kaibo Wire & Cable (Shenzhen) Co.", Ltd.,
"5093	Rane",,
"5094	TechnoScope Co.", Ltd.,
"5098	Hengstler",,
"5100	Zydacron",,
"5102	MosArt",,
"5117	Initio Corporation",,
"5118	Kingston Technology Company Inc.",,
"5120	Axxion Group Corp.",,
"5122	Bowe Bell & Howell",,
"5123	Sitronix",,
"5134	Telechips", Inc.,
"5136	Novatel Wireless",,
"5141	Nam Tai E&E Products Ltd. or OmniVision Technologies", Inc.,
"5145	ABILITY ENTERPRISE CO.", LTD.,
"5161	Vega Technologies Industrial (Austria) Co.",,
"5162	Thales E-Transactions",,
"5163	Arbiter Systems", Inc.,
"5168	RedOctane",,
"5169	Pertech Resources", Inc.,
"5173	Wistron NeWeb",,
"5174	Denali Software", Inc.,
"5180	Altek Corporation",,
"5187	Digilent",,
"5203	Radio Shack",,
"5206	Extending Wire & Cable Co.", Ltd.,
"5207	First International Computer", Inc.,
"5215	Trust",,
"5216	Tatung Co.",,
"5217	Staccato Communications",,
"5218	Micro Star International",,
"5234	Huawei-3Com",,
"5242	Formosa Industrial Computing", Inc.,
"5246	Upek",,
"5247	Hama GmbH & Co.", KG,
"5250	Vaillant",,
"5252	Elsa AG [hex]",,
"5253	Silicom",,
"5255	DSP Group", Ltd.,
"5262	EVATRONIX SA",,
"5263	Ralink Technology", Corp.,
"5271	Panstrong Company Ltd.",,
"5272	Microtek International Inc.",,
"5274	Imagination Technologies",,
"5290	WideView Technology Inc.",,
"5293	CTK Corporation",,
"5294	Printronix Inc.",,
"5295	ATP Electronics Inc.",,
"5296	StarTech.com Ltd.",,
"5298	Ralink Technology", Corp.,
"5312	Rockwell Automation", Inc.,
"5314	Gemlight Computer", Ltd,
"5320	Zytronic",,
"5325	Super Top",,
"5336	JAMER INDUSTRIES CO.", LTD.,
"5341	Raritan Computer", Inc.,
"5345	Dialogue Technology Corp.",,
"5349	SAIN Information & Communications Co.", Ltd.,
"5354	Planex Communications",,
"5357	Shure Inc.",,
"5367	TechniSat Digital GmbH",,
"5376	Ellisys",,
"5377	Pine-Tum Enterprise Co.", Ltd.,
"5385	First International Computer", Inc.,
"5395	medMobile",,
"5396	Actel",,
"5398	CompUSA",,
"5400	Cheshire Engineering Corp.",,
"5408	Bitwire Corp.",,
"5412	ENE Technology Inc",,
"5415	Silicon Portals",,
"5417	UBIQUAM Co.", Ltd.,
"5421	JMicron Technology Corp. / JMicron USA Technology Corp.",,
"5422	LG (HLDS)",,
"5426	Razer USA", Ltd,
"5446	U-Blox AG",,
"5450	Celectronic GmbH",,
"5451	PNY",,
"5453	ConnectCounty Holdings Berhad",,
"5454	D&M Holdings", Inc. (Denon/Marantz),
"5460	Prolink Microsystems Corp.",,
"5463	OQO",,
"5480	Sunf Pu Technology Co.", Ltd,
"5487	Quantum Corporation",,
"5488	ALLTOP TECHNOLOGY CO.", LTD.,
"5499	Ketron SRL",,
"5502	TRENDnet",,
"5506	Fiberline",,
"5511	SMA Technologie AG",,
"5517	Oakley Inc.",,
"5518	JDS Uniphase Corporation (JDSU)",,
"5528	Kunshan Guoji Electronics Co.", Ltd.,
"5538	Freescale Semiconductor", Inc.,
"5540	Afatech Technologies", Inc.,
"5544	Teams Power Limited",,
"5545	Gemtek",,
"5546	Gearway Electronics (Dong Guan) Co.", Ltd.,
"5549	VMware Inc.",,
"5562	Olimex Ltd.",,
"5568	XL Imaging",,
"5570	SoundGraph Inc.",,
"5573	Advance Multimedia Internet Technology Inc. (AMIT)",,
"5574	Laboratoires MXM",,
"5576	KTF Technologies",,
"5577	D-Box Technologies",,
"5578	Textech International Ltd.",,
"5589	Coulomb Electronics Ltd.",,
"5593	Trust International B.V.",,
"5596	Hynix Semiconductor Inc.",,
"5600	Seong Ji Industrial Co.", Ltd.,
"5601	RSA",,
"5604	Numark",,
"5608	SohoWare",,
"5609	Pacific Digital Corp.",,
"5612	Belcarra Technologies Corp.",,
"5620	HanfTek",,
"5636	Tascam",,
"5638	Umax",,
"5640	Inside Out Networks [hex]",,
"5642	VIA Technologies", Inc.,
"5652	Amoi Electronics",,
"5657	L & K Precision Technology Co.", Ltd.,
"5665	Wionics Research",,
"5672	Stonestreet One", Inc.,
"5674	Airgo Networks Inc.",,
"5679	WiQuest Communications", Inc.,
"5680	2Wire", Inc.,
"5681	Good Way Technology",,
"5701	Cross Match Technologies GmbH",,
"5705	SofTec Microsystems",,
"5706	ChipX",,
"5708	Matrix Vision GmbH",,
"5719	Struck Innovative Systeme GmbH",,
"5723	Frontier Design Group",,
"5728	Creatix Polymedia GmbH",,
"5736	Actiontec Electronics", Inc. [hex],
"5737	PiKRON Ltd. [hex]",,
"5751	China Huada Integrated Circuit Design (Group) Co.", Ltd. (CIDC Group),
"5753	Total Phase",,
"5760	Golden Bridge Electech Inc.",,
"5761	Prevo Technologies", Inc.,
"5762	Maxwise Production Enterprise Ltd.",,
"5764	Godspeed Computer Corp.",,
"5765	Delock",,
"5766	ZOOM Corporation",,
"5767	Kingmax Digital Inc.",,
"5768	Saab AB",,
"5772	Atheros Communications",,
"5776	Askey Computer Corp. [hex]",,
"5782	Hitachi Video and Information System", Inc.,
"5783	VTec Test", Inc.,
"5797	Shenzhen Zhengerya Cable Co.", Ltd.,
"5798	Unigraf",,
"5803	Global Sun Technology",,
"5804	Dongguan ChingLung Wire & Cable Co.", Ltd.,
"5812	iStation",,
"5813	Persentec", Inc.,
"5824	VOTI",,
"5834	Wireless Cables", Inc.,
"5836	silex technology", Inc.,
"5840	GrauTec",,
"5843	Frontline Test Equipment", Inc.,
"5845	AnyDATA Corporation",,
"5846	JABLOCOM s.r.o.",,
"5848	CMOTECH Co.", Ltd.,
"5852	Wiener", Plein & Baus,
"5855	King Billion Electronics Co.", Ltd.,
"5872	GN ReSound A/S",,
"5877	Futurelogic Inc.",,
"5894	BlueView Technologies", Inc.,
"5895	ARTIMI",,
"5899	Swissonic",,
"5901	Avnera",,
"5925	Vitesse Semiconductor",,
"5926	Axesstel", Inc.,
"5935	Waltop International Corp.",,
"5939	Cellink Technology Co.", Ltd,
"5942	CANON IMAGING SYSTEM TECHNOLOGIES INC.",,
"5943	Linksys",,
"5952	Senao",,
"5955	General Atomics",,
"5964	ASMedia Technology Inc.",,
"5967	Syntek",,
"5971	GERTEC Telecomunicacoes Ltda.",,
"5977	LucidPort Technology", Inc.,
"5985	ASUSTek Computer", Inc. (wrong ID),
"6002	System Level Solutions", Inc.,
"6006	Arowana",,
"6015	Sweex",,
"6017	Multiple Vendors",,
"6018	Spreadtrum Communications Inc.",,
"6020	TopSeed Technology Corp.",,
"6023	ATI AIB",,
"6024	ShenZhen Litkconn Technology Co.", Ltd.,
"6038	Printrex", Inc.,
"6039	JALCO CO.", LTD.,
"6041	Belkin Components",,
"6045	Ricavision International", Inc.,
"6048	Samson Technologies Corp.",,
"6052	Concept2",,
"6053	Advanced Connection Technology Inc.",,
